E(X) LP,E(Y) LP,E(Z) LP,E(X) HP,E(Y) HP,E(Z) HP,Var HP X,Var HP Y,Var HP Z,MinMax X,MinMax Y,MinMax Z
286.63,2055.76,35.82,-41.53,12.96,13.21,274695.34,570215.80,305092.66,2738.35,3486.98,2753.98
286.29,2056.05,36.23,-23.00,5.34,25.55,272559.68,564174.38,296759.38,2738.35,3486.98,2753.98
286.32,2056.31,36.93,0.32,3.04,43.55,240975.45,563353.51,287689.58,2738.35,3486.98,2753.98
286.63,2056.47,37.81,17.48,-2.69,54.18,218279.43,563495.58,286946.35,2738.35,3486.98,2753.98
287.07,2056.45,38.85,25.45,-14.82,64.45,211969.48,563938.32,282408.81,2738.35,3486.98,2753.98
287.44,2056.15,40.01,21.42,-31.12,71.96,211503.94,569614.70,278721.98,2738.35,3486.98,2753.98
287.74,2055.63,41.28,16.93,-45.85,79.30,209183.03,580023.74,276022.88,2738.35,3486.98,2753.98
288.00,2054.74,42.64,14.27,-68.13,84.40,209162.92,595149.61,274955.88,2738.35,3486.98,2753.98
288.18,2053.59,44.08,9.31,-84.69,89.06,210692.15,608277.11,275041.30,2738.35,3486.98,2753.98
288.25,2052.23,45.57,2.95,-97.64,92.51,212815.04,619395.27,275921.25,2738.35,3486.98,2753.98
288.25,2050.70,47.10,-1.94,-108.65,95.47,214237.96,631386.02,277092.80,2738.35,3486.98,2753.98
288.19,2049.06,48.71,-5.69,-115.00,99.67,214907.38,641320.43,279040.84,2738.35,3486.98,2753.98
288.13,2047.42,50.39,-5.37,-114.80,104.33,214820.42,640997.20,281278.87,2738.35,3486.98,2753.98
288.05,2045.92,52.10,-6.82,-106.95,106.52,214973.74,631927.87,282093.19,2738.35,3486.98,2753.98
287.95,2044.74,53.87,-8.00,-86.13,109.62,215212.06,623652.83,284145.51,2738.35,3486.98,2753.98
287.98,2044.12,55.63,-0.40,-51.71,109.43,215571.53,636018.17,284043.51,2738.35,3486.98,2753.98
288.04,2044.15,57.35,1.85,-10.84,106.59,214643.01,667538.16,282973.74,2738.35,3486.98,2753.98
288.18,2044.82,59.34,7.19,28.42,124.00,213356.34,677327.06,311899.90,2738.35,3486.98,2753.98
288.47,2045.75,61.65,16.09,45.46,143.38,214121.56,654164.93,348948.27,2738.35,3486.98,2753.98
288.80,2046.82,64.19,18.72,53.26,157.98,213808.74,640371.56,375641.56,2738.35,3486.98,2753.98
289.24,2048.15,66.65,25.81,69.99,152.48,216496.25,638147.01,371784.25,2738.35,3486.98,2753.98
289.50,2049.55,68.85,14.11,74.29,136.77,222007.89,644084.75,364942.30,2738.35,3486.98,2753.98
289.30,2050.57,71.00,-13.91,50.39,133.70,246657.62,613088.24,366288.73,2738.35,3486.98,2753.98
289.12,2051.36,73.22,-13.51,36.25,137.73,246424.33,577118.58,365923.03,2738.35,3481.86,2753.98
289.03,2051.82,75.03,-7.17,16.19,111.88,251133.41,534235.68,319921.73,2738.35,3481.86,2745.54
288.77,2052.01,76.36,-17.76,-1.74,82.87,243673.73,555609.18,273062.08,2738.35,3481.86,2640.79
288.36,2052.13,77.11,-27.53,-5.18,46.05,243119.87,564098.37,237288.50,2738.35,3481.86,2621.90
287.82,2051.86,77.56,-35.74,-29.77,27.69,243123.11,565602.29,240280.29,2738.35,3481.86,2621.90
287.63,2051.54,78.09,-13.38,-33.24,32.18,223477.38,559091.42,234564.59,2738.35,3481.86,2621.90
287.89,2051.32,78.87,14.47,-26.15,48.16,168031.44,567330.40,228359.23,2188.73,3481.86,2621.90
288.17,2050.89,79.69,15.12,-40.35,50.47,167546.52,556995.80,230563.47,2188.73,3481.86,2621.90
288.20,2050.27,80.50,0.36,-51.59,50.20,156558.29,559493.34,230502.24,2102.57,3481.86,2621.90
288.22,2049.84,81.36,-0.44,-39.53,52.98,156539.09,534862.14,228615.80,2102.57,3111.06,2621.90
288.36,2049.76,82.33,6.83,-17.78,60.04,154559.78,491611.72,224010.97,2102.57,3111.06,2621.90
288.64,2049.84,83.33,15.81,-7.94,61.64,152243.34,485101.03,223535.13,2102.57,3111.06,2621.90
288.81,2049.44,84.31,8.52,-37.90,60.58,149523.81,435539.50,223618.20,2102.57,3010.36,2621.90
288.99,2048.83,85.15,9.35,-50.93,51.48,149270.44,429687.31,218298.75,2102.57,3010.36,2621.90
289.16,2048.20,85.82,8.56,-52.36,41.69,149258.29,430436.42,214350.47,2102.57,3010.36,2621.90
289.30,2047.62,86.50,6.97,-49.07,41.79,148579.75,427737.13,214323.15,2102.57,3010.36,2621.90
289.47,2047.18,87.25,8.74,-40.62,46.06,149154.13,419636.35,212308.17,2102.57,3010.36,2621.90
289.68,2046.81,88.02,11.07,-36.07,47.29,149415.29,418358.63,211975.71,2102.57,3010.36,2621.90
289.90,2046.45,88.79,12.01,-34.97,47.15,149471.30,418329.13,212004.90,2102.57,3010.36,2621.90
290.16,2046.13,89.51,14.59,-32.96,44.81,149613.42,417745.58,212518.46,2102.57,3010.36,2621.90
290.45,2045.89,90.21,16.28,-27.77,42.54,149515.52,416774.12,213216.67,2102.57,3010.36,2621.90
290.69,2045.79,90.89,13.09,-19.52,41.72,150146.62,415165.30,213690.86,2102.57,3010.36,2621.90
290.94,2045.71,91.57,13.38,-17.74,41.98,150182.71,414277.16,213526.05,2102.57,3010.36,2621.90
291.28,2045.62,92.14,19.33,-18.91,34.92,153770.26,414741.58,216549.05,2102.57,3010.36,2621.90
291.74,2045.67,92.75,27.16,-9.65,37.49,159563.63,415251.69,215679.00,2102.57,3010.36,2621.90
292.26,2046.01,93.33,30.29,8.13,35.82,161783.56,427324.54,216064.95,2102.57,3010.36,2621.90
292.81,2046.63,93.91,32.72,25.75,35.54,163519.02,447457.41,216225.28,2102.57,3010.36,2621.90
293.49,2047.37,94.44,40.63,33.19,32.25,170696.59,454461.31,220152.49,2102.57,3010.36,2621.90
294.21,2048.11,94.88,42.87,33.37,26.68,172110.33,454583.40,225560.55,2102.57,3010.36,2621.90
294.67,2048.91,95.23,26.67,36.62,21.33,171548.06,456549.36,229427.04,2102.57,3010.36,2621.90
294.66,2049.72,95.51,-2.81,37.39,16.46,187248.60,456947.15,231366.51,2102.57,3010.36,2621.90
294.27,2050.63,95.78,-25.76,44.15,16.82,197561.16,462621.90,231321.95,2102.57,3010.36,2621.90
293.69,2051.46,96.08,-38.25,38.26,18.09,195754.18,459676.71,230466.28,2102.57,3010.36,2621.90
293.07,2052.20,96.43,-40.55,33.07,21.05,193977.49,453733.50,229822.35,2102.57,3010.36,2621.90
292.56,2052.90,96.87,-33.22,31.13,26.51,201642.98,452241.71,227345.09,2102.57,3010.36,2621.90
292.12,2053.61,97.50,-29.25,31.14,39.00,203675.97,452242.45,213724.41,2102.57,3010.36,2540.56
291.89,2054.29,98.38,-16.25,29.42,53.86,198618.87,451459.50,201783.70,2102.57,3010.36,2377.50
291.99,2054.72,99.41,4.34,13.78,63.73,178932.20,440932.67,201441.81,2102.57,3010.36,2377.50
292.28,2054.91,100.57,16.34,-1.39,71.43,166783.85,444428.11,200900.66,2102.57,3010.36,2377.50
292.64,2054.76,101.79,20.62,-22.54,75.23,165465.87,445637.84,200982.44,2102.57,3010.36,2377.50
292.83,2054.21,103.09,9.55,-47.02,80.69,159708.09,450310.34,199369.06,2102.57,3010.36,2377.50
292.80,2053.35,104.54,-3.60,-66.69,89.25,150704.29,461059.65,198213.19,2079.93,3010.36,2377.50
292.56,2052.19,106.04,-16.78,-85.30,92.81,148296.21,474375.58,198920.88,2079.93,3010.36,2377.50
292.20,2050.77,107.52,-24.17,-101.19,91.53,150632.60,484132.75,198344.70,2079.93,3010.36,2377.50
291.79,2049.16,108.98,-27.74,-113.30,90.49,152000.14,495653.62,197866.34,2079.93,3010.36,2377.50
291.36,2047.38,110.48,-28.50,-124.13,92.97,152175.86,509569.33,198634.94,2079.93,3010.36,2377.50
290.92,2045.51,112.08,-29.11,-129.38,98.98,152222.68,517560.41,200552.54,2079.93,3010.36,2377.50
290.41,2043.72,113.78,-33.37,-124.41,104.97,151975.50,511817.51,203139.98,2079.93,3010.36,2377.50
289.86,2042.25,115.59,-36.42,-104.45,112.10,152761.84,497587.75,206852.17,2079.93,3010.36,2377.50
289.43,2041.30,117.38,-28.34,-71.85,110.62,152598.69,505985.62,206597.14,2079.93,3010.36,2377.50
289.08,2041.00,119.07,-23.72,-32.01,104.54,150839.61,537211.23,206274.12,2079.93,3010.36,2377.50
288.83,2041.33,121.03,-17.35,7.90,121.32,149858.54,560312.50,233461.99,2079.93,3010.36,2377.50
288.62,2042.05,123.30,-15.32,31.84,140.61,149323.63,543487.42,270136.95,2079.93,3010.36,2377.50
288.45,2043.19,125.60,-11.89,57.89,142.59,149277.42,536239.01,271771.86,2079.93,3010.36,2377.50
288.34,2044.75,127.83,-9.01,84.16,138.32,149261.78,553709.98,271051.61,2079.93,3010.36,2377.50
288.08,2046.34,129.88,-17.74,86.30,126.68,156454.21,555226.22,270266.69,2079.93,3010.36,2377.50
287.59,2047.57,131.84,-32.37,63.79,121.24,161738.36,536465.71,269369.21,2079.93,3010.36,2377.50
287.18,2048.26,133.72,-27.29,30.27,116.13,162340.33,500094.18,270156.21,2079.93,2962.91,2377.50
286.81,2048.37,135.18,-25.14,-6.28,90.53,162987.47,484870.37,240424.55,2079.93,2962.91,2377.50
286.39,2048.36,136.20,-28.01,-13.98,62.36,161411.47,490004.54,199194.99,2079.93,2962.91,2366.62
285.94,2048.48,136.68,-29.88,-5.01,29.39,161370.16,484816.27,170763.90,2079.93,2962.91,2366.62
285.35,2048.59,136.93,-38.41,-6.20,14.15,157961.94,483633.91,176241.90,2079.93,2962.91,2366.62
284.83,2048.52,137.24,-34.14,-17.67,18.51,154401.37,471136.26,176095.54,2079.93,2962.91,2366.62
284.58,2048.46,137.71,-17.22,-16.21,28.31,128366.67,471162.96,178211.98,1941.28,2962.91,2366.62
284.38,2048.11,138.17,-14.55,-34.89,27.94,127369.76,460280.78,178079.61,1941.28,2962.91,2366.62
284.04,2047.53,138.56,-23.18,-49.09,23.46,122075.76,459129.22,177916.80,1941.28,2962.91,2366.62
283.67,2047.19,138.87,-24.47,-33.98,18.80,122118.51,439861.17,179720.30,1941.28,2722.66,2366.62
283.34,2047.20,139.29,-22.47,-12.64,25.01,121238.79,412462.99,174114.15,1941.28,2722.66,2366.62
283.04,2047.39,139.83,-20.23,-1.09,32.56,120338.28,401873.48,167780.67,1941.28,2722.66,2366.62
282.65,2047.34,140.43,-26.63,-15.94,36.91,119439.80,392117.56,164665.80,1941.28,2722.66,2366.62
282.25,2047.06,140.91,-26.15,-30.79,28.75,119379.75,382420.16,163628.80,1941.28,2722.66,2366.62
281.96,2046.79,141.19,-20.21,-29.39,16.30,117903.88,382283.09,159146.24,1941.28,2722.66,2366.62
281.69,2046.65,141.39,-18.36,-21.87,11.95,117853.37,378515.97,159118.80,1941.28,2722.66,2366.62
281.43,2046.67,141.65,-17.87,-11.69,15.21,117873.16,371644.45,158416.56,1941.28,2722.66,2366.62
281.20,2046.77,141.93,-16.30,-6.72,16.59,118400.14,370066.49,158373.53,1941.28,2722.66,2366.62
281.03,2046.84,142.22,-12.38,-8.33,17.02,120827.43,370299.57,158338.88,1941.28,2722.66,2366.62
281.03,2046.86,142.47,-1.87,-11.72,14.64,127307.28,372017.81,158831.90,1941.28,2722.66,2366.62
281.20,2046.80,142.64,8.51,-16.77,9.92,131731.49,375896.39,159835.26,1941.28,2722.66,2366.62
281.41,2046.65,142.84,11.31,-22.15,11.20,132130.73,381410.41,159746.86,1941.28,2722.66,2366.62
281.57,2046.40,143.04,8.49,-28.62,11.88,131739.37,388373.63,159638.44,1941.28,2722.66,2366.62
281.65,2046.05,143.12,3.38,-34.69,4.04,131153.44,393421.38,164574.55,1941.28,2722.66,2366.62
281.60,2045.77,142.95,-4.79,-30.61,-11.22,133116.95,394479.31,180851.39,1941.28,2722.66,2724.05
281.46,2045.85,142.69,-10.83,-7.91,-17.50,134496.06,427717.12,183960.08,1941.28,2722.66,2724.05
281.32,2046.32,142.40,-10.18,16.35,-19.04,134697.36,459614.10,184481.36,1941.28,2722.66,2724.05
281.03,2047.13,141.97,-20.05,37.65,-27.42,139821.78,489288.82,191658.51,1941.28,2722.66,2724.05
280.58,2048.09,141.47,-29.66,46.46,-31.97,148843.17,496031.71,195198.77,1941.28,2722.66,2724.05
280.04,2049.31,140.98,-35.37,63.28,-31.56,149584.84,505194.39,195009.13,1941.28,2722.66,2724.05
279.48,2050.70,140.44,-36.86,73.80,-34.32,148110.86,505481.03,197531.69,1941.28,2722.66,2724.05
278.93,2052.20,139.95,-35.86,80.13,-31.90,149535.56,510994.60,197816.27,1941.28,2722.66,2724.05
278.44,2053.54,139.50,-32.63,70.46,-28.70,153550.42,500879.62,197816.09,1941.28,2722.66,2724.05
277.88,2054.58,139.11,-36.28,51.75,-24.97,150747.20,482459.34,196993.14,1941.28,2722.66,2724.05
277.12,2055.35,138.84,-49.37,34.95,-18.09,141129.31,477182.08,191127.51,1918.33,2722.66,2724.05
276.11,2055.89,138.67,-64.41,21.03,-11.52,140975.79,479737.36,185748.99,1918.33,2722.66,2724.05
275.09,2056.20,138.61,-65.30,6.08,-4.44,141736.95,481245.83,181869.31,1918.33,2722.66,2724.05
274.28,2056.32,138.65,-52.33,-5.46,1.43,122957.97,482391.71,180146.45,1693.73,2722.66,2724.05
273.65,2056.19,138.70,-41.38,-21.10,2.27,110344.41,476452.99,180132.12,1522.16,2722.66,2724.05
273.04,2055.95,138.78,-39.74,-28.18,4.15,109469.84,477855.17,179291.97,1522.16,2722.66,2724.05
272.31,2055.51,138.78,-46.69,-40.32,-0.41,108164.59,475728.68,180583.27,1522.16,2722.66,2724.05
271.38,2054.92,138.75,-60.14,-49.67,-2.77,98924.65,473863.80,181067.80,1509.43,2722.66,2724.05
270.30,2054.27,138.73,-68.68,-53.34,-2.12,96481.70,473850.38,180951.94,1509.43,2722.66,2724.05
269.11,2053.55,138.64,-76.01,-58.30,-6.63,95951.67,472846.38,181127.56,1509.43,2722.66,2724.05
267.80,2052.81,138.40,-83.08,-58.64,-15.95,95554.20,472912.27,179814.35,1509.43,2722.66,2724.05
266.46,2052.17,138.02,-85.29,-52.95,-24.29,95985.71,468854.74,179279.08,1509.43,2722.66,2724.05
265.07,2051.65,137.52,-88.50,-45.82,-32.47,96079.23,462582.90,179733.35,1509.43,2722.66,2724.05
263.66,2051.28,136.91,-89.30,-35.55,-38.37,96104.53,451401.65,180304.15,1509.43,2722.66,2724.05
262.24,2051.11,136.16,-90.15,-24.03,-47.82,96125.57,438473.55,179700.22,1509.43,2722.66,2724.05
260.83,2051.11,135.22,-89.44,-12.47,-59.25,95803.19,423655.72,179885.92,1509.43,2722.66,2724.05
259.40,2051.29,134.07,-90.80,-2.15,-72.85,96810.01,411861.59,182389.20,1509.43,2722.66,2724.05
257.92,2051.82,132.67,-93.99,20.27,-87.66,98987.73,400109.32,185540.08,1509.43,2669.93,2724.05
256.36,2052.92,131.11,-98.36,55.16,-98.07,100837.69,398078.63,183753.37,1509.43,2563.94,2724.05
254.82,2054.53,129.50,-97.56,87.81,-101.37,100897.34,392730.42,180831.31,1509.43,2563.94,2724.05
253.28,2056.62,127.64,-97.84,116.77,-116.33,100925.62,408946.71,176648.31,1509.43,2563.94,2724.05
251.99,2059.07,125.74,-82.11,139.85,-119.15,111369.47,444839.68,173127.10,1547.02,2593.60,2724.05
251.00,2061.14,123.77,-62.69,115.63,-123.92,146708.12,436067.62,171987.31,2260.58,2593.60,2724.05
250.22,2062.57,121.99,-50.67,76.26,-111.81,155667.44,415675.88,182764.82,2260.58,2788.27,2724.05
249.52,2063.33,119.87,-45.27,34.09,-132.47,159206.09,403007.66,144708.55,2260.58,2788.27,2724.05
248.95,2063.86,117.45,-36.82,20.29,-151.82,163054.05,403956.72,97419.22,2260.58,2788.27,1739.87
248.55,2064.37,114.98,-26.44,18.60,-154.52,172466.34,401699.15,93718.38,2260.58,2788.27,1739.87
248.23,2064.70,112.55,-21.45,7.21,-152.09,175088.43,381955.50,95271.16,2260.58,2788.27,1739.87
248.15,2064.92,110.21,-6.47,0.94,-146.09,168758.30,378154.20,96892.67,2260.58,2788.27,1739.87
248.34,2065.21,107.90,9.99,4.98,-145.05,163851.41,377326.74,97329.75,2260.58,2788.27,1739.87
248.52,2065.64,105.63,9.64,13.56,-141.85,163731.14,373588.73,98124.87,2260.58,2788.27,1739.87
248.63,2066.30,103.43,5.57,28.11,-137.57,163282.91,358911.74,99337.58,2260.58,2788.27,1739.87
248.68,2067.11,101.28,1.49,37.42,-134.52,163109.54,352864.97,100196.43,2260.58,2788.27,1739.87
248.75,2067.91,99.30,2.67,36.85,-124.36,163010.98,352941.21,97687.32,2260.58,2788.27,1739.87
248.86,2068.56,97.48,5.26,27.11,-113.55,162862.03,350780.09,93779.77,2260.58,2788.27,1739.87
249.04,2069.09,95.64,9.71,19.88,-115.58,161244.81,352070.65,93013.78,2260.58,2788.27,1739.87
249.25,2069.53,93.67,11.68,14.62,-122.94,160450.45,353612.25,88174.93,2260.58,2788.27,1739.87
249.46,2070.01,91.64,11.38,16.40,-127.08,160533.73,352579.56,86615.64,2260.58,2788.27,1739.87
249.65,2070.55,89.61,10.30,20.67,-127.48,160606.06,349694.75,86603.77,2260.58,2788.27,1739.87
249.86,2071.08,87.63,11.54,19.91,-123.75,160474.66,350061.18,86032.68,2260.58,2788.27,1739.87
250.12,2071.53,85.70,14.40,15.25,-121.04,159900.95,351450.30,85915.77,2260.58,2788.27,1739.87
250.42,2071.96,83.78,16.94,13.20,-119.73,159464.74,352170.42,85951.41,2260.58,2788.27,1739.87
250.74,2072.36,81.88,18.42,11.94,-118.85,159085.73,352694.68,85886.12,2260.58,2788.27,1739.87
251.05,2072.74,80.00,17.73,10.91,-117.89,159240.32,353139.21,85855.88,2260.58,2788.27,1739.87
251.31,2073.07,78.16,14.71,7.07,-114.93,159667.82,354412.59,85947.30,2260.58,2788.27,1739.87
251.53,2073.34,76.39,11.97,3.82,-111.07,160076.56,355358.41,86829.63,2260.58,2788.27,1739.87
251.74,2073.62,74.66,11.91,4.27,-107.90,160076.10,355342.19,88235.17,2260.58,2788.27,1739.87
251.96,2073.91,72.95,11.56,5.07,-106.98,159951.22,355360.76,88565.56,2260.58,2788.27,1739.87
252.12,2074.25,71.19,8.63,7.85,-110.31,158094.59,355087.80,88615.54,2260.58,2788.27,1739.87
252.21,2074.66,69.31,3.85,12.60,-117.33,153525.86,352901.85,92467.90,2260.58,2788.27,1739.87
252.18,2075.15,67.35,-3.44,17.37,-122.45,148929.97,348878.35,95426.81,2260.58,2788.27,1739.87
252.05,2075.77,65.35,-9.38,25.53,-125.18,149081.38,341302.68,95136.91,2260.58,2788.27,1739.87
251.82,2076.66,63.46,-15.98,42.42,-118.09,151844.89,332378.46,99434.26,2260.58,2788.27,1739.87
251.56,2077.84,61.95,-17.69,60.36,-94.79,152318.07,328116.95,113143.96,2260.58,2788.27,1958.53
251.53,2079.12,60.92,-3.96,66.69,-64.20,154177.16,332755.33,115164.96,2260.58,2788.27,1652.79
251.69,2080.31,60.22,8.90,60.61,-43.97,156591.65,318403.94,124821.40,2260.58,2788.27,1652.79
251.82,2081.24,59.82,6.40,45.10,-25.35,156204.72,290831.22,139473.51,2260.58,2788.27,1674.12
252.07,2081.78,59.79,13.53,20.00,-2.12,150894.89,262243.12,141222.28,2260.58,2788.27,1615.16
252.51,2082.04,59.99,26.35,3.29,11.92,140347.49,256892.42,137849.00,1994.78,2788.27,1615.16
253.10,2081.94,60.34,34.93,-19.27,21.44,139727.64,250050.30,138623.00,1994.78,2788.27,1615.16
253.68,2081.59,60.97,34.58,-34.89,38.81,139473.06,251742.43,136800.14,1994.78,2788.27,1615.16
254.18,2080.93,61.69,29.65,-54.34,44.27,134360.10,246406.88,139376.55,1994.78,2788.27,1615.16
254.57,2080.05,62.46,22.39,-68.11,47.61,128082.88,248899.84,140263.82,1994.78,2788.27,1615.16
254.90,2079.02,63.27,19.21,-77.37,50.52,127381.25,253871.34,140418.51,1994.78,2788.27,1615.16
255.24,2077.96,64.16,19.16,-79.56,55.02,127393.30,255319.33,139195.44,1994.78,2788.27,1615.16
255.66,2076.94,65.11,24.98,-76.55,58.71,123097.88,253299.57,138062.67,1994.78,2788.27,1615.16
256.18,2076.00,66.11,30.60,-71.55,61.36,118930.10,250487.88,137903.25,1994.78,2788.27,1615.16
256.75,2075.17,67.12,33.94,-65.13,62.51,116972.94,248626.18,137935.98,1994.78,2788.27,1615.16
257.31,2074.37,68.09,33.53,-62.47,59.99,117233.54,247694.99,138547.97,1994.78,2788.27,1615.16
257.85,2073.63,69.06,31.77,-59.32,60.36,118438.37,246507.11,138393.76,1994.78,2788.27,1615.16
258.32,2073.05,70.08,27.74,-49.53,63.18,121105.35,247143.09,136942.52,1994.78,2788.27,1615.16
258.67,2072.58,71.09,20.17,-41.93,62.29,127260.94,247821.34,137429.44,2083.80,2788.27,1615.16
258.91,2072.22,72.04,12.86,-35.69,59.03,133765.43,248712.68,138966.46,2121.20,2788.27,1615.16
259.06,2071.92,72.97,8.22,-32.14,57.17,137759.58,248956.85,140030.52,2121.20,2788.27,1615.16
259.17,2071.60,73.87,5.28,-32.56,55.41,139984.12,249080.20,141265.60,2121.20,2788.27,1615.16
259.28,2071.36,74.72,4.65,-28.42,52.58,140335.34,248521.26,143532.99,2121.20,2788.27,1615.16
259.44,2071.33,75.56,8.70,-14.63,52.20,139676.19,254102.43,143821.19,2121.20,2788.27,1615.16
259.70,2071.62,76.44,14.41,4.43,53.78,140143.70,267772.03,142951.36,2121.20,2788.27,1615.16
260.02,2072.13,77.34,18.31,19.18,55.71,139981.33,274789.67,141770.20,2121.20,2788.27,1615.16
260.47,2072.79,78.30,26.45,27.48,59.22,139048.04,274002.41,139153.03,2121.20,2788.27,1615.16
261.18,2073.58,79.35,42.23,36.16,65.47,138043.40,273966.08,133457.70,2121.20,2788.27,1615.16
262.27,2074.62,80.59,66.56,51.63,76.70,147199.84,302309.36,125096.62,2121.20,2788.27,1567.51
263.77,2075.46,81.84,92.04,39.66,76.97,161895.13,285635.51,124874.78,2121.20,2788.27,1567.51
265.35,2075.88,82.97,96.71,12.47,70.00,162081.33,278126.34,125720.04,2121.20,2788.27,1567.51
266.94,2075.73,84.11,97.35,-22.05,70.35,161780.89,263670.12,125368.70,2121.20,2788.27,1567.51
268.34,2075.05,85.02,85.45,-55.66,56.05,155279.65,222818.77,128346.85,2121.20,2598.66,1567.51
269.41,2074.54,85.85,64.56,-45.10,51.20,125388.94,221171.89,131870.97,1845.31,2598.66,1567.51
270.27,2074.32,86.38,51.86,-26.74,32.93,119394.91,210833.73,128659.79,1845.31,2354.63,1567.51
270.97,2074.34,86.74,42.29,-11.53,21.65,117497.47,191427.33,134294.04,1845.31,2354.63,1567.51
271.53,2074.34,86.80,33.20,-13.06,3.26,115164.26,192915.37,139475.91,1845.31,2354.63,1671.52
271.90,2074.09,86.59,21.25,-28.74,-13.47,106936.60,188206.02,142332.92,1845.31,2354.63,1671.52
272.21,2073.71,86.22,17.60,-37.25,-24.06,105021.25,183507.99,143947.12,1845.31,2354.63,1671.52
272.53,2073.37,85.74,18.14,-34.09,-30.01,105295.56,185048.38,143771.52,1845.31,2354.63,1671.52
272.79,2073.08,85.22,14.47,-31.19,-33.27,103494.71,185948.12,143602.54,1845.31,2354.63,1671.52
272.97,2072.72,84.61,9.48,-35.36,-38.22,103517.30,186230.62,143996.53,1845.31,2354.63,1671.52
273.08,2072.26,83.89,5.09,-42.18,-45.78,105407.59,188925.97,144915.70,1845.31,2354.63,1671.52
273.17,2071.65,83.03,4.06,-50.98,-53.80,105703.02,192951.17,146593.00,1845.31,2354.63,1671.52
273.27,2070.99,82.03,4.57,-54.41,-63.04,105713.34,193673.74,149650.74,1845.31,2354.63,1671.52
273.35,2070.38,80.94,2.92,-50.68,-68.19,105708.02,193697.05,150193.90,1845.31,2354.63,1671.52
273.39,2069.83,79.81,1.00,-47.39,-71.07,106075.01,192757.53,150271.21,1845.31,2354.63,1671.52
273.45,2069.30,78.59,1.71,-46.53,-76.26,105924.57,192371.89,151504.20,1845.31,2354.63,1671.52
273.59,2068.71,77.20,7.07,-49.52,-87.37,106256.75,193964.74,159118.55,1845.31,2354.63,1734.64
274.08,2068.05,75.56,29.12,-54.31,-102.85,134057.23,196686.15,175391.87,2016.38,2354.63,2070.72
274.91,2067.31,73.82,49.93,-58.98,-108.60,160039.38,199830.16,177244.85,2016.38,2354.63,2070.72
276.10,2066.57,72.32,72.18,-59.14,-94.08,189173.81,199898.67,192021.90,2090.05,2354.63,2070.72
277.52,2066.21,71.04,86.44,-35.94,-80.15,200247.73,225999.10,205067.28,2090.05,2354.63,2070.72
278.96,2066.19,69.98,88.12,-13.85,-66.17,199921.53,247922.12,216038.53,2090.05,2354.63,2070.72
280.28,2066.40,69.18,80.26,0.03,-50.32,207037.87,253841.94,230684.27,2090.05,2354.63,2070.72
281.41,2066.68,68.59,69.04,4.39,-37.20,220154.60,252600.32,242689.11,2296.78,2354.63,2070.72
282.51,2066.97,68.06,66.61,4.84,-33.76,221582.91,252391.00,244550.11,2296.78,2354.63,2070.72
283.73,2067.14,67.58,74.21,-2.42,-30.14,224413.44,255774.83,247162.58,2296.78,2354.63,2070.72
285.05,2067.20,67.21,80.65,-9.77,-23.64,228364.86,258526.53,251548.93,2296.78,2354.63,2070.72
286.40,2067.15,66.99,81.85,-15.82,-13.71,228823.47,260157.91,253809.15,2296.78,2354.63,2070.72
287.66,2067.03,67.05,77.01,-20.58,3.09,227879.76,262070.39,251460.73,2296.78,2354.63,2070.72
288.86,2066.88,67.40,72.57,-22.84,21.57,229084.06,263456.91,251689.00,2296.78,2354.63,2070.72
290.00,2066.68,67.97,69.16,-25.01,35.12,231733.29,264441.19,258391.20,2296.78,2354.63,2070.72
291.10,2066.32,68.60,66.98,-35.51,38.91,234226.74,264346.25,262125.08,2296.78,2354.63,2070.72
292.12,2065.76,69.15,61.71,-48.49,33.31,238894.89,260878.90,254079.16,2296.78,2354.63,2070.72
292.91,2064.96,69.58,47.11,-62.48,26.85,239637.72,254153.72,245099.14,2296.78,2354.63,2070.72
293.46,2063.81,69.95,32.31,-84.63,22.24,239795.35,235759.16,239010.75,2296.78,2354.63,2070.72
293.89,2062.44,70.20,25.33,-98.64,15.44,243251.44,233286.87,229241.61,2296.78,2354.63,2027.05
294.26,2061.02,70.41,21.22,-101.53,12.69,245621.46,234405.24,225591.87,2296.78,2354.63,2027.05
294.55,2059.63,70.70,15.84,-99.52,17.32,247471.54,233606.68,229906.09,2296.78,2354.63,2027.05
294.67,2058.34,71.06,5.58,-93.14,21.89,248903.17,230063.05,234384.35,2296.78,2354.63,2027.05
294.54,2057.17,71.44,-10.05,-86.16,23.59,252251.80,226320.04,236296.36,2296.78,2354.63,2027.05
294.07,2056.13,71.86,-30.85,-77.59,25.47,262797.81,223342.62,238131.64,2367.33,2354.63,2027.05
293.27,2055.49,72.34,-51.38,-53.38,29.72,278811.50,235337.56,241481.12,2515.89,2354.63,2027.05
292.34,2055.31,72.88,-60.34,-24.01,33.18,282412.06,255356.66,243198.65,2515.89,2354.63,2027.05
291.43,2055.47,73.64,-58.38,-2.79,46.50,282505.60,264468.91,255122.86,2515.89,2354.63,2029.77
290.53,2055.68,74.62,-57.98,-0.04,60.80,282433.87,263223.34,267288.65,2515.89,2922.94,2052.71
289.54,2055.57,75.73,-63.49,-19.93,68.49,285502.33,295907.59,271843.18,2515.89,2922.94,2052.71
288.53,2055.28,76.74,-64.58,-30.92,62.40,285774.21,303265.74,273637.35,2515.89,2922.94,2052.71
